,Symbol,Group,Family,Duration,Growth_Habit,Native_Status,Other_Name
6385,HIPU,Monocot,Liliaceae,Perennial,Forb/herb,L48 IPR IVI I,
6386,HIVI3,Monocot,Liliaceae, , ,None,
6387,HILO3,Dicot,Campanulaceae,Perennial,Forb/herb,HI IL48 IPB IPR NVI N,
6388,HIVO,Dicot,Hippocrateaceae,Perennial,Vine,L48 NPR NVI N,
6389,HIPPO,Dicot,Euphorbiaceae, , ,L48 NPR NVI N,
6390,HIMA2,Dicot,Euphorbiaceae,Perennial,Tree,L48 NPR NVI N,
6391,HIPPO4,Dicot,Elaeagnaceae, , ,CAN I,
6392,HIRH80,Dicot,Elaeagnaceae,Perennial,ShrubTree,CAN I,
6393,HITE,Dicot,Hippuridaceae,Perennial,Forb/herb,AK NCAN N,
6394,HIVU2,Dicot,Hippuridaceae,Perennial,Forb/herb,AK NCAN NGL NL48 NSPM N,
6395,HIBE2,Dicot,Malpighiaceae, , ,None,
6396,HIRU2,Dicot,Chrysobalanaceae,Perennial,ShrubTree,PR N,
6397,HODR,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
6398,HOGL2,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
6399,HOMA4,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
6400,HOPU7,Dicot,Apocynaceae, , ,None,
6401,HOLCU,Monocot,Poaceae, , ,AK ICAN IHI IL48 IPR I,
6402,HOLA,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IHI IL48 IPR I,
6403,HOPE2,Dicot,Scrophulariaceae,Perennial,Forb/herb,L48 N,
6404,HOSA2,Dicot,Verbenaceae,Perennial,ShrubVine,HI IL48 IPR I,
6405,HOHE,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
6406,HOVI,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
6407,HOLOD,Dicot,Rosaceae, , ,CAN NL48 N,
6408,HODI,Dicot,Rosaceae,Perennial,Shrub,CAN NL48 N,creambush
6409,HODU,Dicot,Rosaceae,Perennial,Shrub,L48 N,
6410,HOUM,Dicot,Caryophyllaceae,Annual,Forb/herb,CAN IL48 I,
6411,HOTR4,Moss,Neckeraceae, ,Nonvascular,NA N,
6412,HOSE5,Moss,Brachytheciaceae, ,Nonvascular,NA N,
6413,HOGL3,Monocot,Poaceae,Perennial,Graminoid,PR NVI N,
6414,HOIN5,Moss,Hypnaceae, ,Nonvascular,NA N,
6415,HOPE,Dicot,Caryophyllaceae,Perennial,Forb/herb,AK NCAN NGL NL48 NSPM N,
6416,HOLU,Moss,Hookeriaceae, ,Nonvascular,NA N,
6417,HORDE,Monocot,Poaceae, , ,"AK I,NCAN I,N,WGL WHI IL48 I,NPB ISPM N",
6418,HOAR,Monocot,Poaceae,Annual,Graminoid,L48 N,
6419,HOBR2,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NHI IL48 N,
6420,HOBRB2,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NHI IL48 N,
6421,HOBU,Monocot,Poaceae,Perennial,Graminoid,L48 I,
6422,HODE2,Monocot,Poaceae,Annual,Graminoid,CAN IL48 N,
6423,HOIN2,Monocot,Poaceae,Annual,Graminoid,L48 N,
6424,HOJU,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 NSPM N,
6425,HOJUI,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 N,
6426,HOJUJ,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 NSPM N,
6427,HOMA2,Monocot,Poaceae,Annual,Graminoid,CAN IL48 I,
6428,HOMAG,Monocot,Poaceae,Annual,Graminoid,CAN IL48 I,
6429,HOMU,Monocot,Poaceae,Annual,Graminoid,"CAN I,WHI IL48 IPB I",barley
6430,HOMUG,Monocot,Poaceae,Annual,Graminoid,CAN WL48 I,
6431,HOMUL,Monocot,Poaceae,Annual,Graminoid,CAN IHI IL48 I,foxtail barley
6432,HOPU,Monocot,Poaceae,Annual,Graminoid,CAN NL48 N,
6433,HOSP,Monocot,Poaceae, ,Graminoid,None,
6434,HOVU,Monocot,Poaceae,Annual,Graminoid,AK ICAN WGL WHI IL48 I,barley
6435,HOBO2,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6436,HOCAD,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6437,HOCAF2,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6438,HOCU,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6439,HOFU,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6440,HOFUF2,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6441,HOFUP2,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6442,HOHE2,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6443,HOHI,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6444,HOMA3,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6445,HOCO5,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6446,HOPR4,Dicot,Brassicaceae,Annual,Forb/herb,CAN IL48 N,
6447,HOLA3,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
6448,HOVE,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
6449,HOIN,Dicot,Primulaceae,Annual,Forb/herb,CAN NL48 N,
6450,HOACA2,Dicot,Rubiaceae,Perennial,Forb/herbSubshrub,L48 N,
6451,HOCA4,Dicot,Rubiaceae,Perennial,Forb/herb,CAN NL48 NSPM I,
6452,HOCA5,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6453,HOLO,Dicot,Rubiaceae,Perennial,Forb/herb,CAN NL48 N,
6454,HOPR,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6455,HOPU2,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6456,HOPUC,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6457,HOPUP3,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6458,HOPU3,Dicot,Rubiaceae,Annual,Forb/herb,L48 N,
6459,HORU,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6460,HOSE2,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6461,HOWR,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
6462,HODU2,Dicot,Rhamnaceae,Perennial,ShrubTree,L48 I,
6463,HOCA6,Dicot,Asclepiadaceae,Perennial,Vine,HI IPR IVI I,
6464,HUER,Dicot,Cistaceae,Perennial,ShrubSubshrub,CAN NL48 NSPM N,
6465,HUMO,Dicot,Cistaceae,Perennial,ShrubSubshrub,L48 N,
6466,HUTO,Dicot,Cistaceae,Perennial,ShrubSubshrub,CAN NL48 N,
6467,HUAL,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6468,HUBR,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6469,HUVE,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6470,HUVEI,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6471,HUMUL,Dicot,Cannabaceae, , ,"CAN I,NL48 I,N",
6472,HUJA,Dicot,Cannabaceae,AnnualPerennial,Forb/herbVine,CAN IL48 I,
6473,HULU,Dicot,Cannabaceae,Perennial,Forb/herbVine,"CAN I,NL48 I,N",
6474,HULUL,Dicot,Cannabaceae,Perennial,Forb/herbVine,CAN NL48 N,
6475,HULU2,Lycopod,Lycopodiaceae,Perennial,Forb/herbSubshrub,CAN NL48 NPR NSPM N,
6476,HUPO2,Lycopod,Lycopodiaceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6477,HUSES,Lycopod,Lycopodiaceae,Perennial,Forb/herbSubshrub,CAN NL48 NSPM N,
6478,HUCR,Dicot,Euphorbiaceae,Perennial,Tree,L48 NPR NVI N,
6479,HYACI,Monocot,Liliaceae, , ,CAN IL48 I,
6480,HYHI5,Monocot,Liliaceae,Perennial,Forb/herb,CAN IL48 I,
6481,HYNO,Monocot,Liliaceae,Perennial,Forb/herb,CAN IL48 I,
6482,HYACI2,Monocot,Liliaceae, , ,L48 I,
6483,HYOR,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
6484,HYCO6,Dicot,Violaceae,Perennial,Forb/herb,CAN NL48 N,
6485,HYVE,Dicot,Violaceae,Perennial,Forb/herb,L48 N,
6486,HYFO6,Dicot,Rubiaceae, , ,None,
6487,HYAR,Dicot,Hydrangeaceae,Perennial,Shrub,CAN IL48 N,
6488,HYCI3,Dicot,Hydrangeaceae,Perennial,Shrub,L48 N,
6489,HYPA,Dicot,Hydrangeaceae,Perennial,Shrub,CAN IL48 I,
6490,HYQU3,Dicot,Hydrangeaceae,Perennial,Shrub,L48 N,
6491,HYRA6,Dicot,Hydrangeaceae,Perennial,Shrub,L48 N,
6492,HYCA,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 N,
6493,HYVE3,Monocot,Hydrocharitaceae,Perennial,Forb/herb,L48 I,
6494,HYDRO6,Monocot,Limnocharitaceae, , ,L48 IPR I,
6495,HYNY,Monocot,Limnocharitaceae,Perennial,Forb/herb,L48 IPR I,
6496,HYAM,Dicot,Apiaceae,Perennial,Forb/herb,CAN NL48 N,
6497,HYBO,Dicot,Apiaceae,Perennial,Forb/herb,L48 NPR N,
6498,HYPR10,Dicot,Apiaceae,Perennial,Forb/herb,L48 NPR N,
6499,HYRA,Dicot,Apiaceae,Perennial,Forb/herb,L48 N,
6500,HYSI,Dicot,Apiaceae,Perennial,Forb/herb,HI IL48 I,
6501,HYUM,Dicot,Apiaceae,Perennial,Forb/herb,CAN NL48 NPR N,
6502,HYVE2,Dicot,Apiaceae,Perennial,Forb/herb,HI IL48 N,
6503,HYVEV,Dicot,Apiaceae,Perennial,Forb/herb,HI IL48 N,
6504,HYOV,Dicot,Hydrophyllaceae,Perennial,Forb/herb,L48 N,
6505,HYQU,Dicot,Hydrophyllaceae,Perennial,Forb/herb,L48 N,
6506,HYUN,Dicot,Hydrophyllaceae,Perennial,Forb/herb,L48 N,
6507,HYDRO4,Dicot,Hydrophyllaceae, , ,CAN NL48 N,
6508,HYAP,Dicot,Hydrophyllaceae,Biennial,Forb/herb,CAN NL48 N,
6509,HYCA3,Dicot,Hydrophyllaceae,Perennial,Forb/herb,CAN NL48 N,
6510,HYCA4,Dicot,Hydrophyllaceae,Perennial,Forb/herb,CAN NL48 N,
6511,HYCAA,Dicot,Hydrophyllaceae,Perennial,Forb/herb,L48 N,
6512,HYCAC,Dicot,Hydrophyllaceae,Perennial,Forb/herb,CAN NL48 N,
6513,HYFE,Dicot,Hydrophyllaceae,Perennial,Forb/herb,CAN NL48 N,
6514,HYMA,Dicot,Hydrophyllaceae,Perennial,Forb/herb,L48 N,
6515,HYOC,Dicot,Hydrophyllaceae,Perennial,Forb/herb,L48 N,
6516,HYTE,Dicot,Hydrophyllaceae,Perennial,Forb/herb,CAN NL48 N,
6517,HYVI,Dicot,Hydrophyllaceae,Perennial,Forb/herb,CAN NL48 N,Shawnee saladVirginia waterleaf
6518,HYFL5,Moss,Amblystegiaceae, ,Nonvascular,NA N,
6519,HYAL4,Moss,Amblystegiaceae, ,Nonvascular,NA N,
6520,HYDU2,Moss,Amblystegiaceae, ,Nonvascular,NA N,
6521,HYLU5,Moss,Amblystegiaceae, ,Nonvascular,NA N,
6522,HYMI8,Moss,Amblystegiaceae, ,Nonvascular,NA N,
6523,HYOC5,Moss,Amblystegiaceae, ,Nonvascular,NA N,
6524,HYTR2,Dicot,Cactaceae,Perennial,ShrubVine,PR NVI N,
6525,HYUN3,Dicot,Cactaceae,Perennial,TreeVine,HI IL48 IPR GPVI GP,
6526,HYPY70,Moss,Hylocomiaceae, ,Nonvascular,NA N,
6527,HYUM2,Moss,Hylocomiaceae, ,Nonvascular,NA N,
6528,HYSP70,Moss,Hylocomiaceae, ,Nonvascular,NA N,
6529,HYTE9,Dicot,Crassulaceae,Perennial,Forb/herb,CAN IL48 N,
6530,HYTET2,Dicot,Crassulaceae,Perennial,Forb/herb,CAN IL48 I,
6531,HYCO,Dicot,Fabaceae,Perennial,Tree,PR NVI N,
6532,HYMEN2,Monocot,Liliaceae, , ,"L48 I,NNAV NPB IPR NVI N",
6533,HYCA19,Monocot,Liliaceae,Perennial,Forb/herb,PR NVI N,
6534,HYLI,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
6535,HYLI8,Monocot,Liliaceae,Perennial,Forb/herb,L48 IPB I,
6536,HYPA4,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
6537,HYSP10,Monocot,Liliaceae,Perennial,Forb/herb,VI N,
6538,HYMO,Dicot,Asteraceae,Perennial,ShrubSubshrub,L48 N,
6539,HYSA,Dicot,Asteraceae,Perennial,Subshrub,L48 N,
6540,HYAR3,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
6541,HYARA,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
6542,HYBI,Dicot,Asteraceae,BiennialPerennial,Forb/herb,L48 N,
6543,HYFI,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6544,HYFIE,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
6545,HYFIL,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
6546,HYFL,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
6547,HYNE,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6548,HYSC,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
6549,HYSCC,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
6550,HYSCS,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
6551,HYTE2,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
6552,HYMEN7,Dicot,Asteraceae, , ,"CAN NL48 I,N",
6553,HYCO2,Dicot,Asteraceae,AnnualBiennialPerennial,Forb/herb,L48 N,
6554,HYCOC,Dicot,Asteraceae,AnnualBiennialPerennial,Forb/herb,L48 N,
6555,HYHO,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6556,HYOD,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
6557,HYRI,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6558,HYRIF,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
6559,HYRU,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6560,HYSU,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6561,HYTE5,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
6562,HYOSC,Dicot,Solanaceae, , ,CAN IL48 I,
6563,HYNI,Dicot,Solanaceae,AnnualBiennial,Forb/herb,CAN IL48 I,
6564,HYDR4,Monocot,Poaceae,Perennial,Graminoid,HI I,
6565,HYHI,Monocot,Poaceae,Perennial,Graminoid,HI IL48 I,
6566,HYRU2,Monocot,Poaceae,AnnualPerennial,Graminoid,HI IL48 IPR I,
6567,HYDO2,Dicot,Menispermaceae,Perennial,ShrubTreeVine,PR NVI N,
6568,HYLA8,Dicot,Menispermaceae,Perennial,ShrubTreeVine,PR NVI N,
6569,HYPER,Dicot,Clusiaceae, , ,"CAN I,NHI IL48 I,NPR NSPM I,N",
6570,HYAD,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
6571,HYAN2,Dicot,Clusiaceae,AnnualPerennial,Forb/herb,CAN NL48 N,
6572,HYAS80,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 N,
6573,HYBO2,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
6574,HYBU,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 N,
6575,HYCA10,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 I,
6576,HYCA7,Dicot,Clusiaceae,Annual,Forb/herb,CAN NL48 NSPM N,
6577,HYCA11,Dicot,Clusiaceae,Perennial,ShrubTree,HI IL48 I,
6578,HYCI,Dicot,Clusiaceae,Perennial,Forb/herbShrubSubshrub,L48 N,
6579,HYCR3,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 N,
6580,HYDE,Dicot,Clusiaceae,Perennial,Shrub,L48 N,
6581,HYDE2,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
6582,HYDO,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
6583,HYDR,Dicot,Clusiaceae,Annual,Forb/herb,L48 N,
6584,HYEL,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 N,
6585,HYFA,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 N,
6586,HYFR,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 N,
6587,HYGA,Dicot,Clusiaceae,Perennial,Subshrub,L48 N,
6588,HYGE,Dicot,Clusiaceae,Annual,Forb/herb,CAN NL48 N,
6589,HYGR3,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
6590,HYGY,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
6591,HYHY,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 NPR N,
6592,HYHYH,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 NPR N,
6593,HYKA,Dicot,Clusiaceae,Perennial,Shrub,CAN NL48 N,
6594,HYMA2,Dicot,Clusiaceae,Annual,Forb/herb,CAN NL48 N,
6595,HYMU,Dicot,Clusiaceae,AnnualPerennial,Forb/herb,CAN NHI IL48 N,
6596,HYNU,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 N,
6597,HYPE,Dicot,Clusiaceae,Perennial,Forb/herb,CAN IHI IL48 ISPM I,
6598,HYPR,Dicot,Clusiaceae,Perennial,ShrubSubshrub,CAN NL48 N,
6599,HYPS,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
6600,HYPU,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 N,
6601,HYSC5,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 N,
6602,HYSCS2,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 N,
6603,HYSP2,Dicot,Clusiaceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6604,HYSU2,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 N,
6605,HYTE4,Dicot,Clusiaceae,Perennial,ShrubSubshrub,L48 N,
6606,HYVI6,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
6607,HYPHA,Monocot,Arecaceae, , ,None,
6608,HYBE4,Monocot,Arecaceae, , ,None,
6609,HYCO19,Monocot,Arecaceae, , ,None,
6610,HYBA70,Moss,Hypnaceae, ,Nonvascular,NA N,
6611,HYCA70,Moss,Hypnaceae, ,Nonvascular,NA N,
6612,HYCU4,Moss,Hypnaceae, ,Nonvascular,NA N,
6613,HYIM3,Moss,Hypnaceae, ,Nonvascular,NA N,
6614,HYJU2,Moss,Hypnaceae, ,Nonvascular,NA N,
6615,HYLI70,Moss,Hypnaceae, ,Nonvascular,NA N,
6616,HYMA5,Moss,Hypnaceae, ,Nonvascular,NA N,
6617,HYPA11,Moss,Hypnaceae, ,Nonvascular,NA N,
6618,HYRE70,Moss,Hypnaceae, ,Nonvascular,NA N,
6619,HYVA70,Moss,Hypnaceae, ,Nonvascular,NA N,
6620,HYPOC,Dicot,Asteraceae, , ,AK ICAN IHI IL48 ISPM I,
6621,HYBR5,Dicot,Asteraceae,Perennial,Forb/herb,L48 I,
6622,HYRA3,Dicot,Asteraceae,Perennial,Forb/herb,AK ICAN IHI IL48 ISPM I,hairy catsear
6623,HYVI3,Monocot,Poaceae,Perennial,Graminoid,PR N,
6624,HYHI2,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
6625,HYJU,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
6626,HYME2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
6627,HYAL,Dicot,Lamiaceae,Perennial,Forb/herb,L48 N,
6628,HYEM,Dicot,Lamiaceae,Perennial,Shrub,L48 N,
6629,HYMU2,Dicot,Lamiaceae,Perennial,Forb/herb,L48 I,
6630,HYSU3,Dicot,Lamiaceae,AnnualPerennial,Forb/herbSubshrubVine,HI IPR NVI N,
6631,HYOF,Dicot,Lamiaceae,Perennial,Forb/herbSubshrub,CAN IL48 I,
6632,IBGI,Dicot,Brassicaceae,Perennial,Forb/herb,L48 I,
6633,IBSE,Dicot,Brassicaceae,Perennial,Forb/herbSubshrub,L48 I,
6634,IBUM,Dicot,Brassicaceae,Annual,Forb/herb,CAN WL48 I,
6635,IBLI,Dicot,Cucurbitaceae,Perennial,Forb/herbVine,L48 N,
6636,ILEX,Dicot,Aquifoliaceae, , ,"CAN I,NHI I,NL48 I,NPR I,NSPM NVI N",
6637,ILAM,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6638,ILAM2,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6639,ILAQ80,Dicot,Aquifoliaceae,Perennial,ShrubTree,CAN IHI IL48 I,
6640,ILCA,Dicot,Aquifoliaceae,Perennial,ShrubTree,HI IL48 NPR I,
6641,ILCO,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6642,ILCO80,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 I,horned holly
6643,ILCR2,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 I,
6644,ILDE,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6645,ILGL,Dicot,Aquifoliaceae,Perennial,Shrub,CAN NL48 N,
6646,ILLA,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6647,ILLO,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6648,ILMO,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6649,ILMU,Dicot,Aquifoliaceae,Perennial,ShrubTree,CAN NL48 NSPM N,
6650,ILOP,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6651,ILOPA,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6652,ILOPO,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6653,ILPA3,Dicot,Aquifoliaceae,Perennial,ShrubTree,HI I,Paraguay tea
6654,ILVE,Dicot,Aquifoliaceae,Perennial,ShrubTree,CAN NL48 NSPM N,
6655,ILVO,Dicot,Aquifoliaceae,Perennial,ShrubTree,L48 N,
6656,ILGR,Dicot,Malvaceae,Perennial,Forb/herb,L48 N,
6657,ILRI,Dicot,Malvaceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6658,ILRIR,Dicot,Malvaceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6659,ILFL,Dicot,Illiciaceae,Perennial,ShrubTree,L48 N,
6660,ILPA,Dicot,Illiciaceae,Perennial,ShrubTree,L48 N,
6661,IMPAT,Dicot,Balsaminaceae, , ,"AK NCAN I,NHI IL48 I,NPB IPR ISPM N",
6662,IMBA2,Dicot,Balsaminaceae,Perennial,Forb/herb,L48 I,
6663,IMBA,Dicot,Balsaminaceae,Annual,Forb/herb,L48 IPB IPR I,
6664,IMCA,Dicot,Balsaminaceae,Annual,Forb/herb,CAN NL48 NSPM N,
6665,IMGL,Dicot,Balsaminaceae,Annual,Forb/herb,CAN IL48 I,
6666,IMPA,Dicot,Balsaminaceae,Annual,Forb/herb,CAN NL48 N,
6667,IMBR,Monocot,Poaceae,Perennial,Graminoid,L48 IPR I,
6668,IMBR2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
6669,IMCY,Monocot,Poaceae,Perennial,Graminoid,"L48 IPB I,N",
6670,INDE2,Dicot,Bignoniaceae, , ,None,
6671,INHE3,Dicot,Fabaceae,AnnualPerennial,Forb/herb,HI IL48 I,creeping indigo
6672,INHI,Dicot,Fabaceae,Annual,Forb/herbSubshrub,L48 IPR I,roughhairy indigo
6673,INMI,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
6674,INPI,Dicot,Fabaceae,AnnualPerennial,Forb/herb,L48 I,
6675,INSP,Dicot,Fabaceae,Perennial,Shrub,L48 N,
6676,INLA,Dicot,Fabaceae,Perennial,Tree,PR NVI N,
6677,INHE,Dicot,Asteraceae,Perennial,Forb/herb,CAN IL48 I,
6678,INHO3,Dicot,Asteraceae, , ,None,
6679,IOCY,Dicot,Solanaceae, , ,None,
6680,IOFU,Dicot,Solanaceae, , ,None,
6681,IOPI,Dicot,Brassicaceae,Perennial,Forb/herb,L48 N,
6682,IOAL,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
6683,IOCA2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
6684,IOLI2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
6685,IPOMO,Dicot,Convolvulaceae, , ,"CAN I,N,WHI I,I?,N,N?L48 I,NNAV I,NPB I,NPR I,I?,N,N?VI I,I?,N",
6686,IPAL,Dicot,Convolvulaceae,Annual,Forb/herbVine,HI IL48 NPR NVI N,
6687,IPAQ,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI IL48 IPB IPR I,
6688,IPBA2,Dicot,Convolvulaceae,AnnualPerennial,Forb/herbVine,"HI IL48 INAV IPB IPR I,I?PR I?VI I,I?VI I?",
6689,IPCA,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI IL48 I,
6690,IPCA5,Dicot,Convolvulaceae,Perennial,ShrubVine,L48 IPB IPR IVI I,
6691,IPCAF,Dicot,Convolvulaceae,Perennial,ShrubVine,L48 IPB IPR IVI I,
6692,IPCO3,Dicot,Convolvulaceae,Annual,Forb/herbVine,L48 I,
6693,IPCO4,Dicot,Convolvulaceae, , ,None,
6694,IPCO8,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
6695,IPCOC2,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
6696,IPEG3,Dicot,Convolvulaceae,Perennial,Vine,VI N,
6697,IPHE,Dicot,Convolvulaceae,Annual,Forb/herbVine,CAN IL48 I,
6698,IPHE2,Dicot,Convolvulaceae,Annual,Forb/herbVine,HI IL48 NPR NVI N,
6699,IPHO,Dicot,Convolvulaceae,Perennial,Forb/herbVine,PR N,
6700,IPIM,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI IL48 NPR NVI N,
6701,IPIN,Dicot,Convolvulaceae,AnnualPerennial,Forb/herbVine,HI IL48 IPB NPR IVI I,koali 'awakoali 'awania
6702,IPJA,Dicot,Convolvulaceae, , ,None,
6703,IPLA,Dicot,Convolvulaceae,Annual,Forb/herbVine,CAN WL48 N,
6704,IPLE,Dicot,Convolvulaceae,Perennial,Forb/herb,L48 N,
6705,IPLI,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
6706,IPLO,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
6707,IPMA5,Dicot,Convolvulaceae, ,Vine,PB N,
6708,IPMI,Dicot,Convolvulaceae,Perennial,Vine,L48 NPR N,
6709,IPNI,Dicot,Convolvulaceae,Annual,Forb/herbVine,L48 NPR NVI N,
6710,IPOB,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI I,
6711,IPOC2,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI IPR IVI I,
6712,IPPA,Dicot,Convolvulaceae,Perennial,Forb/herbVine,CAN NL48 N,
6713,IPPA3,Dicot,Convolvulaceae, , ,None,
6714,IPPE,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI NL48 NNAV NPB NPR NVI N,
6715,IPPE2,Dicot,Convolvulaceae, , ,None,
6716,IPPU2,Dicot,Convolvulaceae,Annual,Forb/herbVine,CAN IHI IL48 IPR I,
6717,IPQU,Dicot,Convolvulaceae,Annual,Forb/herbVine,CAN IL48 IPB IPR IVI I,
